data_situacao_cadastral,motivo,uf,quantidade
2002-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RJ,2
2002-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,3
2002-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SC,2
2002-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,7
2003-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,CE,1
2003-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,ES,1
2003-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,1
2003-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RJ,1
2003-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,2
2003-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,2
2003-02,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR NUMERO 123/2006),PE,1
2003-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,ES,1
2003-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,GO,1
2003-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,1
2003-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MS,1
2003-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,2
2003-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,3
2003-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,CE,1
2003-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,1
2003-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SC,2
2003-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,4
2003-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,1
2003-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RJ,1
2003-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SC,1
2003-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,3
2003-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,AM,1
2003-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,BA,2
2003-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,DF,1
2003-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RJ,2
2003-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RR,1
2003-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,2
2003-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,1
2003-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MS,4
2003-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PE,1
2003-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,2
2003-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SC,1
2003-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,2
2003-07,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR NUMERO 123/2006),PE,1
2003-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,AC,1
2003-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,GO,1
2003-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,1
2003-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,2
2003-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,2
2003-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SC,1
2003-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,2
2003-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,GO,1
2003-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,2
2003-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,1
2003-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RN,1
2003-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,1
2003-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SC,2
2003-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,7
2003-09,BAIXA INICIADA EM ANALISE,BA,1
2003-09,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR NUMERO 123/2006),RS,1
2003-09,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,1
2003-09,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PE,1
2003-09,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,1
2003-09,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SC,1
2003-09,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,2
2003-10,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR NUMERO 123/2006),TO,1
2003-10,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,1
2003-10,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,1
2003-10,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RN,2
2003-10,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,2
2003-10,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,3
2003-10,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,TO,6
2003-11,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,1
2003-11,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SC,1
2003-11,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,7
2003-12,ELEVACAO A MATRIZ,SP,1
2003-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,2
2003-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,2
2003-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RJ,3
2003-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,2
2003-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,5
2004-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,2
2004-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RJ,1
2004-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RO,1
2004-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,5
2004-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SC,1
2004-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,5
2004-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,BA,1
2004-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,14
2004-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RJ,1
2004-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,2
2004-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,4
2004-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,1
2004-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,1
2004-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,2
2004-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,5
2004-04,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR NUMERO 123/2006),SP,1
2004-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,BA,4
2004-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,3
2004-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MT,1
2004-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,2
2004-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,3
2004-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SC,1
2004-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SE,3
2004-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,5
2004-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,3
2004-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MS,2
2004-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,1
2004-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SC,1
2004-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,9
2004-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,DF,1
2004-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,ES,1
2004-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,2
2004-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,2
2004-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RN,1
2004-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,6
2004-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,7
2004-07,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR NUMERO 123/2006),CE,1
2004-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,BA,1
2004-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,GO,1
2004-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,3
2004-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PE,1
2004-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,2
2004-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RJ,1
2004-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,2
2004-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SC,1
2004-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,9
2004-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,3
2004-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PE,1
2004-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,1
2004-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RJ,1
2004-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,1
2004-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SC,1
2004-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,1
2004-09,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR NUMERO 123/2006),RN,1
2004-09,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,BA,1
2004-09,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,ES,1
2004-09,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,1
2004-09,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,1
2004-09,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RN,1
2004-09,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RR,1
2004-09,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,3
2004-09,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,3
2004-10,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR NUMERO 123/2006),SP,1
2004-10,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,BA,2
2004-10,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,ES,1
2004-10,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,2
2004-10,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RN,1
2004-10,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RO,1
2004-10,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,2
2004-10,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,8
2004-11,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,DF,1
2004-11,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,ES,1
2004-11,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,2
2004-11,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RJ,1
2004-11,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,2
2004-11,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SC,1
2004-11,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,3
2004-11,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,TO,1
2004-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,AL,1
2004-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,ES,1
2004-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,GO,1
2004-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,1
2004-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RJ,1
2004-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,1
2004-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,1
2005-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,CE,1
2005-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,1
2005-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RO,1
2005-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,2
2005-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SE,1
2005-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,6
2005-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MT,1
2005-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,1
2005-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RJ,1
2005-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,1
2005-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,8
2005-03,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR NUMERO 123/2006),MG,2
2005-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,8
2005-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PE,1
2005-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,1
2005-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RJ,1
2005-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,2
2005-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,4
2005-04,BAIXA INICIADA EM ANALISE,GO,1
2005-04,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR NUMERO 123/2006),BA,2
2005-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,BA,1
2005-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,1
2005-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RN,1
2005-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,2
2005-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MS,1
2005-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PE,1
2005-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,1
2005-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,6
2005-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,1
2005-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SC,1
2005-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,9
2005-07,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR NUMERO 123/2006),SC,1
2005-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,DF,1
2005-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PB,1
2005-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,3
2005-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SC,7
2005-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,4
2005-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,1
2005-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MT,1
2005-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PE,1
2005-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,2
2005-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,2
2005-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,3
2005-09,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,GO,1
2005-09,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,4
2005-09,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PB,1
2005-09,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SC,1
2005-09,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,5
2005-10,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,GO,1
2005-10,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PE,4
2005-10,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,1
2005-10,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RJ,1
2005-10,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,1
2005-10,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,7
2005-11,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR NUMERO 123/2006),SP,1
2005-11,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PE,1
2005-11,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PI,1
2005-11,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,1
2005-11,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,5
2005-12,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR NUMERO 123/2006),SP,1
2005-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,BA,2
2005-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,CE,1
2005-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,4
2005-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,4
2005-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RN,1
2005-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,2
2005-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SC,2
2005-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,3
2006-01,BAIXA INICIADA EM ANALISE,MG,1
2006-01,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR NUMERO 123/2006),SP,1
2006-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,BA,1
2006-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PE,1
2006-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,1
2006-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RJ,1
2006-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,2
2006-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,6
2006-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,BA,1
2006-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,3
2006-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,1
2006-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RJ,1
2006-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,2
2006-03,PEDIDO DE BAIXA INDEFERIDA,MG,1
2006-03,PEDIDO DE BAIXA INDEFERIDA,SP,1
2006-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,GO,1
2006-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,2
2006-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,4
2006-04,PEDIDO DE BAIXA INDEFERIDA,MG,1
2006-04,PEDIDO DE BAIXA INDEFERIDA,SP,1
2006-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,BA,1
2006-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,1
2006-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,1
2006-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RJ,1
2006-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,1
2006-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SC,1
2006-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,2
2006-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,AL,1
2006-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PB,4
2006-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,2
2006-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RJ,1
2006-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,4
2006-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SC,1
2006-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SE,1
2006-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,2
2006-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,BA,1
2006-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,1
2006-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,2
2006-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SC,1
2006-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SE,1
2006-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,4
2006-08,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR NUMERO 123/2006),SP,2
2006-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,AM,1
2006-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,BA,1
2006-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,1
2006-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,6
2006-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,5
2006-08,PEDIDO DE BAIXA INDEFERIDA,PE,1
2006-09,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,CE,1
2006-09,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,DF,1
2006-09,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,ES,1
2006-09,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,1
2006-09,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RJ,1
2006-09,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RN,1
2006-09,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RO,1
2006-09,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SC,1
2006-09,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,4
2006-09,PEDIDO DE BAIXA INDEFERIDA,MG,1
2006-09,PEDIDO DE BAIXA INDEFERIDA,PE,1
