uf,cidade,ativas,inativas,taxa_mortalidade
MG,CALDAS,1.0,2.0,0.6666666666666666
MG,CAMANDUCAIA,7.0,15.0,0.6818181818181818
MG,CAMBUI,7.0,17.0,0.7083333333333334
MG,CAMBUQUIRA,3.0,5.0,0.625
MG,CAMPANHA,2.0,5.0,0.7142857142857143
MG,CAMPESTRE,3.0,6.0,0.6666666666666666
MG,CAMPINA VERDE,4.0,3.0,0.42857142857142855
MG,CAMPO BELO,3.0,12.0,0.8
MG,CAMPO DO MEIO,2.0,1.0,0.3333333333333333
MG,CAMPO FLORIDO,0.0,4.0,1.0
MG,CAMPOS ALTOS,3.0,6.0,0.6666666666666666
MG,CAMPOS GERAIS,4.0,7.0,0.6363636363636364
MG,CANA VERDE,0.0,3.0,1.0
MG,CANAA,1.0,0.0,0.0
MG,CANAPOLIS,0.0,3.0,1.0
MG,CANDEIAS,1.0,3.0,0.75
MG,CAPARAO,1.0,0.0,0.0
MG,CAPELA NOVA,1.0,0.0,0.0
MG,CAPELINHA,4.0,5.0,0.5555555555555556
MG,CAPETINGA,0.0,2.0,1.0
MG,CAPIM BRANCO,1.0,1.0,0.5
MG,CAPINOPOLIS,3.0,4.0,0.5714285714285714
MG,CAPITAO ANDRADE,0.0,2.0,1.0
MG,CAPITAO ENEAS,1.0,1.0,0.5
MG,CAPITOLIO,3.0,5.0,0.625
MG,CAPUTIRA,0.0,3.0,1.0
MG,CARAI,1.0,0.0,0.0
MG,CARANAIBA,0.0,1.0,1.0
MG,CARANDAI,2.0,8.0,0.8
MG,CARANGOLA,4.0,5.0,0.5555555555555556
MG,CARATINGA,1.0,31.0,0.96875
MG,CARBONITA,0.0,2.0,1.0
MG,CAREACU,1.0,2.0,0.6666666666666666
MG,CARLOS CHAGAS,1.0,2.0,0.6666666666666666
MG,CARMESIA,1.0,0.0,0.0
MG,CARMO DA CACHOEIRA,0.0,3.0,1.0
MG,CARMO DA MATA,0.0,3.0,1.0
MG,CARMO DE MINAS,3.0,2.0,0.4
MG,CARMO DO CAJURU,2.0,2.0,0.5
MG,CARMO DO PARANAIBA,5.0,10.0,0.6666666666666666
MG,CARMO DO RIO CLARO,3.0,5.0,0.625
MG,CARMOPOLIS DE MINAS,1.0,8.0,0.8888888888888888
MG,CARNEIRINHO,0.0,2.0,1.0
MG,CARRANCAS,1.0,3.0,0.75
MG,CARVALHOPOLIS,0.0,1.0,1.0
MG,CARVALHOS,1.0,2.0,0.6666666666666666
MG,CASA GRANDE,0.0,1.0,1.0
MG,CASSIA,2.0,7.0,0.7777777777777778
MG,CATAGUASES,4.0,38.0,0.9047619047619048
MG,CATAS ALTAS,0.0,3.0,1.0
MG,CATUJI,0.0,1.0,1.0
MG,CATUTI,0.0,1.0,1.0
MG,CAXAMBU,2.0,15.0,0.8823529411764706
MG,CEDRO DO ABAETE,0.0,1.0,1.0
MG,CENTRAL DE MINAS,0.0,3.0,1.0
MG,CENTRALINA,0.0,4.0,1.0
MG,CHACARA,0.0,3.0,1.0
MG,CHAPADA DO NORTE,2.0,0.0,0.0
MG,CHAPADA GAUCHA,1.0,0.0,0.0
MG,CHIADOR,2.0,1.0,0.3333333333333333
MG,CLARAVAL,1.0,1.0,0.5
MG,CLAUDIO,4.0,3.0,0.42857142857142855
MG,COIMBRA,0.0,2.0,1.0
MG,COMENDADOR GOMES,1.0,0.0,0.0
MG,CONCEICAO DAS ALAGOAS,2.0,2.0,0.5
MG,CONCEICAO DE IPANEMA,0.0,1.0,1.0
MG,CONCEICAO DO MATO DENTRO,3.0,6.0,0.6666666666666666
MG,CONCEICAO DO PARA,1.0,1.0,0.5
MG,CONCEICAO DO RIO VERDE,1.0,5.0,0.8333333333333334
MG,CONCEICAO DOS OUROS,1.0,3.0,0.75
MG,CONEGO MARINHO,1.0,0.0,0.0
MG,CONFINS,6.0,2.0,0.25
MG,CONGONHAL,3.0,9.0,0.75
MG,CONGONHAS,10.0,14.0,0.5833333333333334
MG,CONQUISTA,1.0,0.0,0.0
MG,CONSELHEIRO LAFAIETE,23.0,36.0,0.6101694915254238
MG,CONSELHEIRO PENA,0.0,1.0,1.0
MG,CONTAGEM,101.0,248.0,0.7106017191977078
MG,COQUEIRAL,0.0,4.0,1.0
MG,CORACAO DE JESUS,2.0,0.0,0.0
MG,CORDISBURGO,0.0,4.0,1.0
MG,CORINTO,0.0,6.0,1.0
MG,COROACI,1.0,1.0,0.5
MG,COROMANDEL,6.0,8.0,0.5714285714285714
MG,CORONEL FABRICIANO,10.0,36.0,0.782608695652174
MG,CORONEL MURTA,0.0,1.0,1.0
MG,CORONEL PACHECO,1.0,1.0,0.5
MG,CORONEL XAVIER CHAVES,1.0,0.0,0.0
MG,CORREGO DANTA,1.0,0.0,0.0
MG,CORREGO DO BOM JESUS,0.0,1.0,1.0
MG,COUTO DE MAGALHAES DE MINAS,1.0,3.0,0.75
MG,CRISOLITA,1.0,0.0,0.0
MG,CRISTAIS,0.0,2.0,1.0
MG,CRISTIANO OTONI,0.0,1.0,1.0
MG,CRISTINA,3.0,4.0,0.5714285714285714
MG,CRUCILANDIA,0.0,2.0,1.0
MG,CRUZEIRO DA FORTALEZA,1.0,0.0,0.0
MG,CRUZILIA,1.0,12.0,0.9230769230769231
MG,CUPARAQUE,1.0,1.0,0.5
MG,CURVELO,11.0,23.0,0.6764705882352942
MG,DATAS,0.0,2.0,1.0
MG,DELFIM MOREIRA,3.0,2.0,0.4
MG,DELFINOPOLIS,3.0,0.0,0.0
MG,DELTA,3.0,1.0,0.25
MG,DESCOBERTO,0.0,1.0,1.0
MG,DESTERRO DE ENTRE RIOS,2.0,2.0,0.5
MG,DIAMANTINA,15.0,15.0,0.5
MG,DIOGO DE VASCONCELOS,0.0,1.0,1.0
MG,DIONISIO,2.0,3.0,0.6
MG,DIVINESIA,0.0,2.0,1.0
MG,DIVINO,2.0,5.0,0.7142857142857143
MG,DIVINO DAS LARANJEIRAS,1.0,1.0,0.5
MG,DIVINOLANDIA DE MINAS,1.0,2.0,0.6666666666666666
MG,DIVINOPOLIS,32.0,75.0,0.7009345794392523
MG,DIVISA NOVA,1.0,0.0,0.0
MG,DOM CAVATI,0.0,3.0,1.0
MG,DOM JOAQUIM,0.0,1.0,1.0
MG,DOM SILVERIO,0.0,1.0,1.0
MG,DONA EUZEBIA,1.0,2.0,0.6666666666666666
MG,DORES DE CAMPOS,3.0,3.0,0.5
MG,DORES DE GUANHAES,1.0,1.0,0.5
MG,DORES DO INDAIA,0.0,6.0,1.0
MG,DORES DO TURVO,2.0,2.0,0.5
MG,DORESOPOLIS,0.0,1.0,1.0
MG,DOURADOQUARA,1.0,0.0,0.0
MG,DURANDE,1.0,0.0,0.0
MG,ELOI MENDES,5.0,10.0,0.6666666666666666
MG,ENGENHEIRO CALDAS,2.0,3.0,0.6
MG,ENGENHEIRO NAVARRO,0.0,1.0,1.0
MG,ENTRE RIOS DE MINAS,4.0,3.0,0.42857142857142855
MG,ERVALIA,2.0,2.0,0.5
MG,ESMERALDAS,7.0,18.0,0.72
MG,ESPERA FELIZ,4.0,11.0,0.7333333333333333
MG,ESPINOSA,4.0,4.0,0.5
MG,ESTIVA,1.0,2.0,0.6666666666666666
MG,EUGENOPOLIS,0.0,1.0,1.0
MG,EXTREMA,12.0,18.0,0.6
MG,FAMA,1.0,3.0,0.75
MG,FELICIO DOS SANTOS,2.0,0.0,0.0
MG,FELISBURGO,1.0,2.0,0.6666666666666666
MG,FELIXLANDIA,3.0,4.0,0.5714285714285714
MG,FERROS,1.0,1.0,0.5
MG,FERVEDOURO,2.0,3.0,0.6
MG,FLORESTAL,3.0,1.0,0.25
MG,FORMIGA,7.0,24.0,0.7741935483870968
MG,FORTALEZA DE MINAS,0.0,1.0,1.0
MG,FORTUNA DE MINAS,2.0,1.0,0.3333333333333333
MG,FRANCISCO BADARO,0.0,1.0,1.0
MG,FRANCISCO DUMONT,0.0,1.0,1.0
MG,FRANCISCO SA,1.0,3.0,0.75
MG,FREI INOCENCIO,1.0,2.0,0.6666666666666666
MG,FRONTEIRA,2.0,8.0,0.8
MG,FRONTEIRA DOS VALES,0.0,2.0,1.0
MG,FRUTAL,8.0,15.0,0.6521739130434783
MG,FUNILANDIA,1.0,3.0,0.75
MG,GALILEIA,0.0,5.0,1.0
MG,GOIABEIRA,0.0,2.0,1.0
MG,GOIANA,3.0,0.0,0.0
MG,GONCALVES,1.0,1.0,0.5
MG,GONZAGA,0.0,2.0,1.0
MG,GOUVEIA,1.0,2.0,0.6666666666666666
MG,GOVERNADOR VALADARES,30.0,133.0,0.8159509202453987
MG,GRAO MOGOL,2.0,2.0,0.5
MG,GUANHAES,4.0,12.0,0.75
MG,GUAPE,2.0,4.0,0.6666666666666666
MG,GUARACIABA,0.0,4.0,1.0
MG,GUARANESIA,0.0,5.0,1.0
MG,GUARANI,2.0,0.0,0.0
MG,GUARARA,1.0,1.0,0.5
MG,GUARDA-MOR,1.0,0.0,0.0
MG,GUAXUPE,4.0,22.0,0.8461538461538461
MG,GUIDOVAL,1.0,1.0,0.5
MG,GUIMARANIA,1.0,2.0,0.6666666666666666
MG,GUIRICEMA,0.0,1.0,1.0
MG,HELIODORA,0.0,2.0,1.0
MG,IAPU,0.0,1.0,1.0
MG,IBIA,3.0,13.0,0.8125
MG,IBIRACI,0.0,1.0,1.0
MG,IBIRITE,26.0,37.0,0.5873015873015873
MG,IBITIURA DE MINAS,0.0,5.0,1.0
MG,IGARAPE,5.0,9.0,0.6428571428571429
MG,IGARATINGA,1.0,3.0,0.75
MG,IGUATAMA,2.0,2.0,0.5
MG,IJACI,1.0,1.0,0.5
MG,ILICINEA,4.0,4.0,0.5
MG,INCONFIDENTES,1.0,3.0,0.75
MG,INDAIABIRA,0.0,1.0,1.0
MG,INDIANOPOLIS,2.0,0.0,0.0
MG,INGAI,1.0,0.0,0.0
MG,INHAPIM,0.0,3.0,1.0
MG,INHAUMA,0.0,1.0,1.0
MG,IPABA,2.0,3.0,0.6
MG,IPANEMA,1.0,6.0,0.8571428571428571
MG,IPATINGA,27.0,75.0,0.7352941176470589
MG,IPIACU,0.0,3.0,1.0
MG,IPUIUNA,0.0,4.0,1.0
MG,IRAI DE MINAS,0.0,1.0,1.0
MG,ITABIRA,14.0,35.0,0.7142857142857143
MG,ITABIRITO,4.0,12.0,0.75
MG,ITACARAMBI,1.0,3.0,0.75
MG,ITAGUARA,9.0,1.0,0.1
MG,ITAIPE,1.0,0.0,0.0
MG,ITAJUBA,16.0,63.0,0.7974683544303798
MG,ITAMARANDIBA,1.0,7.0,0.875
MG,ITAMARATI DE MINAS,0.0,1.0,1.0
MG,ITAMBACURI,2.0,3.0,0.6
MG,ITAMBE DO MATO DENTRO,0.0,2.0,1.0
MG,ITAMOGI,1.0,2.0,0.6666666666666666
MG,ITAMONTE,2.0,6.0,0.75
MG,ITANHANDU,0.0,5.0,1.0
MG,ITANHOMI,1.0,1.0,0.5
MG,ITAOBIM,1.0,4.0,0.8
MG,ITAPAGIPE,1.0,3.0,0.75
MG,ITAPECERICA,3.0,13.0,0.8125
MG,ITAPEVA,5.0,4.0,0.4444444444444444
MG,ITATIAIUCU,3.0,0.0,0.0
MG,ITAU DE MINAS,0.0,5.0,1.0
MG,ITAUNA,13.0,22.0,0.6285714285714286
MG,ITAVERAVA,0.0,1.0,1.0
MG,ITINGA,0.0,3.0,1.0
MG,ITUETA,1.0,3.0,0.75
MG,ITUIUTABA,7.0,25.0,0.78125
MG,ITUMIRIM,1.0,1.0,0.5
MG,ITURAMA,5.0,7.0,0.5833333333333334
MG,JABOTICATUBAS,1.0,3.0,0.75
MG,JACINTO,0.0,2.0,1.0
MG,JACUI,0.0,2.0,1.0
MG,JACUTINGA,5.0,8.0,0.6153846153846154
MG,JAIBA,2.0,4.0,0.6666666666666666
MG,JAMPRUCA,0.0,1.0,1.0
MG,JANAUBA,13.0,15.0,0.5357142857142857
MG,JANUARIA,8.0,4.0,0.3333333333333333
MG,JECEABA,1.0,1.0,0.5
MG,JEQUERI,1.0,2.0,0.6666666666666666
MG,JEQUITAI,1.0,0.0,0.0
MG,JEQUITIBA,1.0,1.0,0.5
MG,JEQUITINHONHA,0.0,2.0,1.0
MG,JESUANIA,0.0,1.0,1.0
MG,JOAIMA,2.0,1.0,0.3333333333333333
MG,JOANESIA,1.0,2.0,0.6666666666666666
MG,JOAO MONLEVADE,7.0,20.0,0.7407407407407407
MG,JOAO PINHEIRO,8.0,18.0,0.6923076923076923
MG,JOAQUIM FELICIO,1.0,0.0,0.0
MG,JORDANIA,1.0,2.0,0.6666666666666666
MG,JUATUBA,4.0,5.0,0.5555555555555556
MG,JUIZ DE FORA,110.0,217.0,0.6636085626911316
MG,JURAMENTO,0.0,2.0,1.0
MG,JURUAIA,1.0,2.0,0.6666666666666666
MG,LADAINHA,1.0,2.0,0.6666666666666666
MG,LAGAMAR,2.0,1.0,0.3333333333333333
MG,LAGOA DA PRATA,11.0,13.0,0.5416666666666666
MG,LAGOA DOS PATOS,0.0,1.0,1.0
MG,LAGOA DOURADA,0.0,2.0,1.0
MG,LAGOA FORMOSA,0.0,4.0,1.0
MG,LAGOA GRANDE,0.0,1.0,1.0
MG,LAGOA SANTA,4.0,29.0,0.8787878787878788
MG,LAJINHA,1.0,1.0,0.5
MG,LAMBARI,4.0,4.0,0.5
MG,LAMIM,1.0,0.0,0.0
MG,LARANJAL,1.0,1.0,0.5
MG,LASSANCE,0.0,4.0,1.0
MG,LAVRAS,18.0,33.0,0.6470588235294118
MG,LEANDRO FERREIRA,0.0,1.0,1.0
MG,LEME DO PRADO,1.0,2.0,0.6666666666666666
MG,LEOPOLDINA,5.0,11.0,0.6875
MG,LIBERDADE,0.0,1.0,1.0
MG,LIMA DUARTE,7.0,12.0,0.631578947368421
MG,LIMEIRA DO OESTE,1.0,0.0,0.0
MG,LONTRA,0.0,1.0,1.0
MG,LUISLANDIA,0.0,1.0,1.0
MG,LUMINARIAS,2.0,2.0,0.5
MG,LUZ,4.0,4.0,0.5
MG,MACHACALIS,2.0,2.0,0.5
MG,MACHADO,3.0,10.0,0.7692307692307693
MG,MADRE DE DEUS DE MINAS,0.0,1.0,1.0
MG,MALACACHETA,0.0,2.0,1.0
MG,MANGA,1.0,3.0,0.75
MG,MANHUACU,9.0,16.0,0.64
MG,MANHUMIRIM,5.0,4.0,0.4444444444444444
MG,MANTENA,4.0,13.0,0.7647058823529411
MG,MAR DE ESPANHA,5.0,3.0,0.375
MG,MARAVILHAS,1.0,0.0,0.0
MG,MARIA DA FE,1.0,2.0,0.6666666666666666
MG,MARIANA,11.0,7.0,0.3888888888888889
MG,MARIO CAMPOS,0.0,4.0,1.0
MG,MARIPA DE MINAS,0.0,2.0,1.0
MG,MARTINHO CAMPOS,5.0,5.0,0.5
MG,MARTINS SOARES,4.0,1.0,0.2
MG,MATA VERDE,1.0,1.0,0.5
MG,MATEUS LEME,5.0,10.0,0.6666666666666666
MG,MATIAS BARBOSA,5.0,5.0,0.5
MG,MATIPO,3.0,3.0,0.5
MG,MATOZINHOS,5.0,9.0,0.6428571428571429
MG,MATUTINA,0.0,1.0,1.0
MG,MEDINA,0.0,2.0,1.0
MG,MENDES PIMENTEL,1.0,3.0,0.75
MG,MERCES,3.0,2.0,0.4
MG,MESQUITA,1.0,0.0,0.0
MG,MINAS NOVAS,0.0,2.0,1.0
MG,MINDURI,0.0,1.0,1.0
MG,MIRABELA,1.0,4.0,0.8
MG,MIRADOURO,1.0,3.0,0.75
MG,MIRAI,0.0,5.0,1.0
MG,MOEMA,0.0,2.0,1.0
MG,MONJOLOS,0.0,1.0,1.0
MG,MONSENHOR PAULO,0.0,3.0,1.0
MG,MONTE ALEGRE DE MINAS,6.0,6.0,0.5
MG,MONTE AZUL,0.0,2.0,1.0
MG,MONTE BELO,2.0,3.0,0.6
MG,MONTE CARMELO,11.0,10.0,0.47619047619047616
MG,MONTE FORMOSO,1.0,1.0,0.5
MG,MONTE SANTO DE MINAS,2.0,3.0,0.6
MG,MONTE SIAO,2.0,8.0,0.8
MG,MONTES CLAROS,47.0,148.0,0.7589743589743589
MG,MORADA NOVA DE MINAS,0.0,2.0,1.0
MG,MORRO DO PILAR,1.0,1.0,0.5
MG,MUNHOZ,1.0,2.0,0.6666666666666666
MG,MURIAE,19.0,30.0,0.6122448979591837
MG,MUTUM,1.0,6.0,0.8571428571428571
MG,MUZAMBINHO,6.0,8.0,0.5714285714285714
MG,NACIP RAYDAN,0.0,1.0,1.0
MG,NANUQUE,4.0,8.0,0.6666666666666666
MG,NAQUE,0.0,2.0,1.0
MG,NATALANDIA,0.0,1.0,1.0
MG,NATERCIA,0.0,1.0,1.0
MG,NAZARENO,1.0,2.0,0.6666666666666666
MG,NEPOMUCENO,2.0,7.0,0.7777777777777778
MG,NOVA ERA,2.0,6.0,0.75
MG,NOVA LIMA,23.0,41.0,0.640625
MG,NOVA MODICA,2.0,3.0,0.6
MG,NOVA PONTE,5.0,3.0,0.375
MG,NOVA PORTEIRINHA,1.0,1.0,0.5
MG,NOVA RESENDE,1.0,4.0,0.8
MG,NOVA SERRANA,10.0,11.0,0.5238095238095238
MG,NOVA UNIAO,0.0,3.0,1.0
MG,NOVO CRUZEIRO,2.0,3.0,0.6
MG,NOVO ORIENTE DE MINAS,1.0,2.0,0.6666666666666666
MG,OLARIA,0.0,1.0,1.0
MG,OLHOS-D'AGUA,1.0,0.0,0.0
MG,OLIMPIO NORONHA,1.0,1.0,0.5
MG,OLIVEIRA,1.0,13.0,0.9285714285714286
MG,OLIVEIRA FORTES,0.0,1.0,1.0
MG,ONCA DE PITANGUI,0.0,3.0,1.0
MG,ORIZANIA,0.0,1.0,1.0
MG,OURO BRANCO,3.0,16.0,0.8421052631578947
MG,OURO FINO,7.0,9.0,0.5625
MG,OURO PRETO,9.0,30.0,0.7692307692307693
MG,OURO VERDE DE MINAS,0.0,1.0,1.0
MG,PADRE CARVALHO,0.0,1.0,1.0
MG,PADRE PARAISO,2.0,2.0,0.5
MG,PAI PEDRO,1.0,2.0,0.6666666666666666
MG,PAINEIRAS,1.0,2.0,0.6666666666666666
MG,PALMA,1.0,2.0,0.6666666666666666
MG,PAPAGAIOS,2.0,2.0,0.5
MG,PARA DE MINAS,11.0,38.0,0.7755102040816326
MG,PARACATU,11.0,19.0,0.6333333333333333
MG,PARAGUACU,4.0,2.0,0.3333333333333333
MG,PARAISOPOLIS,4.0,7.0,0.6363636363636364
MG,PARAOPEBA,4.0,8.0,0.6666666666666666
MG,PASSA QUATRO,3.0,4.0,0.5714285714285714
MG,PASSA TEMPO,3.0,1.0,0.25
MG,PASSA VINTE,0.0,3.0,1.0
MG,PASSOS,10.0,31.0,0.7560975609756098
MG,PATIS,0.0,1.0,1.0
MG,PATOS DE MINAS,25.0,56.0,0.691358024691358
MG,PATROCINIO,9.0,18.0,0.6666666666666666
MG,PATROCINIO DO MURIAE,2.0,2.0,0.5
MG,PAULA CANDIDO,1.0,0.0,0.0
MG,PECANHA,0.0,2.0,1.0
MG,PEDRA AZUL,2.0,6.0,0.75
MG,PEDRA DO ANTA,0.0,1.0,1.0
MG,PEDRA DOURADA,0.0,1.0,1.0
MG,PEDRALVA,2.0,7.0,0.7777777777777778
MG,PEDRAS DE MARIA DA CRUZ,1.0,1.0,0.5
MG,PEDRINOPOLIS,2.0,0.0,0.0
MG,PEDRO LEOPOLDO,9.0,21.0,0.7
MG,PEDRO TEIXEIRA,0.0,1.0,1.0
MG,PEQUERI,2.0,0.0,0.0
MG,PEQUI,0.0,4.0,1.0
MG,PERDIGAO,4.0,2.0,0.3333333333333333
MG,PERDIZES,0.0,2.0,1.0
MG,PERDOES,1.0,7.0,0.875
MG,PERIQUITO,2.0,2.0,0.5
MG,PIAU,2.0,2.0,0.5
MG,PIEDADE DE CARATINGA,2.0,3.0,0.6
MG,PIEDADE DO RIO GRANDE,0.0,1.0,1.0
MG,PIMENTA,1.0,3.0,0.75
MG,PIRACEMA,0.0,1.0,1.0
MG,PIRAJUBA,0.0,1.0,1.0
MG,PIRANGA,3.0,5.0,0.625
MG,PIRANGUCU,0.0,2.0,1.0
MG,PIRANGUINHO,1.0,3.0,0.75
MG,PIRAPETINGA,3.0,5.0,0.625
MG,PIRAPORA,6.0,11.0,0.6470588235294118
MG,PIRAUBA,2.0,4.0,0.6666666666666666
MG,PITANGUI,5.0,7.0,0.5833333333333334
MG,PIUMHI,3.0,8.0,0.7272727272727273
MG,PLANURA,1.0,4.0,0.8
MG,POCO FUNDO,1.0,5.0,0.8333333333333334
MG,POCOS DE CALDAS,28.0,71.0,0.7171717171717171
MG,POCRANE,1.0,0.0,0.0
MG,POMPEU,5.0,11.0,0.6875
MG,PONTE NOVA,13.0,22.0,0.6285714285714286
MG,PONTO DOS VOLANTES,1.0,0.0,0.0
MG,PORTEIRINHA,6.0,4.0,0.4
MG,PORTO FIRME,2.0,1.0,0.3333333333333333
MG,POTE,2.0,2.0,0.5
MG,POUSO ALEGRE,20.0,62.0,0.7560975609756098
MG,POUSO ALTO,4.0,2.0,0.3333333333333333
MG,PRADOS,2.0,2.0,0.5
MG,PRATA,2.0,8.0,0.8
MG,PRATAPOLIS,0.0,6.0,1.0
MG,PRESIDENTE BERNARDES,0.0,2.0,1.0
MG,PRESIDENTE KUBITSCHEK,1.0,0.0,0.0
MG,PRESIDENTE OLEGARIO,2.0,5.0,0.7142857142857143
MG,PRUDENTE DE MORAIS,1.0,3.0,0.75
MG,QUARTEL GERAL,2.0,2.0,0.5
MG,RAPOSOS,1.0,2.0,0.6666666666666666
MG,RAUL SOARES,4.0,7.0,0.6363636363636364
MG,RECREIO,1.0,3.0,0.75
MG,REDUTO,0.0,1.0,1.0
MG,RESENDE COSTA,0.0,5.0,1.0
MG,RESPLENDOR,1.0,7.0,0.875
MG,RESSAQUINHA,0.0,3.0,1.0
MG,RIBEIRAO DAS NEVES,34.0,88.0,0.7213114754098361
MG,RIBEIRAO VERMELHO,1.0,1.0,0.5
MG,RIO ACIMA,1.0,0.0,0.0
MG,RIO CASCA,2.0,4.0,0.6666666666666666
MG,RIO ESPERA,0.0,2.0,1.0
MG,RIO MANSO,1.0,2.0,0.6666666666666666
MG,RIO NOVO,1.0,1.0,0.5
MG,RIO PARANAIBA,2.0,6.0,0.75
MG,RIO PARDO DE MINAS,3.0,2.0,0.4
MG,RIO PIRACICABA,1.0,7.0,0.875
MG,RIO POMBA,2.0,4.0,0.6666666666666666
MG,RIO VERMELHO,0.0,1.0,1.0
MG,RITAPOLIS,0.0,1.0,1.0
MG,ROCHEDO DE MINAS,0.0,1.0,1.0
MG,RODEIRO,2.0,0.0,0.0
MG,RUBELITA,1.0,0.0,0.0
MG,RUBIM,0.0,1.0,1.0
MG,SABARA,18.0,34.0,0.6538461538461539
MG,SABINOPOLIS,0.0,7.0,1.0
MG,SACRAMENTO,3.0,4.0,0.5714285714285714
MG,SALINAS,4.0,11.0,0.7333333333333333
MG,SALTO DA DIVISA,1.0,0.0,0.0
MG,SANTA BARBARA,6.0,10.0,0.625
MG,SANTA BARBARA DO LESTE,0.0,2.0,1.0
MG,SANTA BARBARA DO MONTE VERDE,0.0,1.0,1.0
MG,SANTA BARBARA DO TUGURIO,1.0,1.0,0.5
MG,SANTA CRUZ DE MINAS,0.0,2.0,1.0
MG,SANTA CRUZ DE SALINAS,0.0,3.0,1.0
MG,SANTA EFIGENIA DE MINAS,0.0,1.0,1.0
MG,SANTA FE DE MINAS,1.0,1.0,0.5
MG,SANTA HELENA DE MINAS,0.0,1.0,1.0
MG,SANTA JULIANA,3.0,1.0,0.25
MG,SANTA LUZIA,29.0,73.0,0.7156862745098039
MG,SANTA MARGARIDA,1.0,1.0,0.5
MG,SANTA MARIA DE ITABIRA,2.0,2.0,0.5
MG,SANTA MARIA DO SUACUI,0.0,5.0,1.0
MG,SANTA RITA DE CALDAS,0.0,2.0,1.0
MG,SANTA RITA DE IBITIPOCA,0.0,1.0,1.0
MG,SANTA RITA DE JACUTINGA,3.0,2.0,0.4
MG,SANTA RITA DO ITUETO,2.0,2.0,0.5
MG,SANTA RITA DO SAPUCAI,5.0,16.0,0.7619047619047619
MG,SANTA VITORIA,0.0,6.0,1.0
MG,SANTANA DA VARGEM,0.0,6.0,1.0
MG,SANTANA DE CATAGUASES,0.0,1.0,1.0
MG,SANTANA DE PIRAPAMA,0.0,1.0,1.0
MG,SANTANA DO DESERTO,1.0,2.0,0.6666666666666666
MG,SANTANA DO MANHUACU,1.0,1.0,0.5
MG,SANTANA DO PARAISO,1.0,5.0,0.8333333333333334
MG,SANTANA DO RIACHO,2.0,6.0,0.75
MG,SANTO ANTONIO DO AMPARO,1.0,4.0,0.8
MG,SANTO ANTONIO DO AVENTUREIRO,0.0,1.0,1.0
MG,SANTO ANTONIO DO GRAMA,1.0,2.0,0.6666666666666666
MG,SANTO ANTONIO DO ITAMBE,0.0,1.0,1.0
MG,SANTO ANTONIO DO MONTE,3.0,10.0,0.7692307692307693
MG,SANTO ANTONIO DO RIO ABAIXO,2.0,0.0,0.0
MG,SANTOS DUMONT,5.0,12.0,0.7058823529411765
MG,SAO BENTO ABADE,1.0,0.0,0.0
MG,SAO BRAS DO SUACUI,0.0,2.0,1.0
MG,SAO DOMINGOS DAS DORES,0.0,1.0,1.0
MG,SAO DOMINGOS DO PRATA,1.0,4.0,0.8
MG,SAO FELIX DE MINAS,0.0,1.0,1.0
MG,SAO FRANCISCO,1.0,6.0,0.8571428571428571
MG,SAO FRANCISCO DE SALES,0.0,3.0,1.0
MG,SAO GERALDO,0.0,2.0,1.0
MG,SAO GERALDO DA PIEDADE,0.0,1.0,1.0
MG,SAO GERALDO DO BAIXIO,1.0,0.0,0.0
MG,SAO GONCALO DO ABAETE,1.0,2.0,0.6666666666666666
MG,SAO GONCALO DO PARA,2.0,2.0,0.5
MG,SAO GONCALO DO RIO ABAIXO,4.0,3.0,0.42857142857142855
MG,SAO GONCALO DO SAPUCAI,2.0,13.0,0.8666666666666667
MG,SAO GOTARDO,8.0,5.0,0.38461538461538464
MG,SAO JOAO BATISTA DO GLORIA,3.0,3.0,0.5
MG,SAO JOAO DA LAGOA,1.0,1.0,0.5
MG,SAO JOAO DA MATA,0.0,2.0,1.0
MG,SAO JOAO DA PONTE,1.0,0.0,0.0
MG,SAO JOAO DEL REI,14.0,44.0,0.7586206896551724
MG,SAO JOAO DO MANHUACU,1.0,1.0,0.5
MG,SAO JOAO DO ORIENTE,2.0,1.0,0.3333333333333333
MG,SAO JOAO DO PARAISO,1.0,3.0,0.75
MG,SAO JOAO EVANGELISTA,1.0,3.0,0.75
MG,SAO JOAO NEPOMUCENO,1.0,7.0,0.875
MG,SAO JOAQUIM DE BICAS,8.0,8.0,0.5
MG,SAO JOSE DA BARRA,1.0,3.0,0.75
MG,SAO JOSE DA LAPA,3.0,4.0,0.5714285714285714
MG,SAO JOSE DA SAFIRA,0.0,2.0,1.0
MG,SAO JOSE DA VARGINHA,1.0,0.0,0.0
MG,SAO JOSE DO ALEGRE,0.0,4.0,1.0
MG,SAO JOSE DO DIVINO,1.0,0.0,0.0
MG,SAO JOSE DO GOIABAL,1.0,0.0,0.0
MG,SAO LOURENCO,13.0,18.0,0.5806451612903226
MG,SAO PEDRO DA UNIAO,2.0,2.0,0.5
MG,SAO PEDRO DO SUACUI,0.0,1.0,1.0
MG,SAO PEDRO DOS FERROS,2.0,6.0,0.75
MG,SAO ROMAO,0.0,2.0,1.0
MG,SAO ROQUE DE MINAS,1.0,1.0,0.5
MG,SAO SEBASTIAO DA BELA VISTA,1.0,0.0,0.0
MG,SAO SEBASTIAO DA VARGEM ALEGRE,0.0,2.0,1.0
